ID.rnaseq	logFC
ENSRNOG00000020025	-0.748093687784679
novel.5836	-0.745207943560067
novel.10137	-0.745066371071216
ENSRNOG00000025059	-0.743617068410563
ENSRNOG00000005770	0.743485338514344
novel.3051	0.743308530280898
ENSRNOG00000017401	0.743010991661709
ENSRNOG00000021266	-0.74275443706375
ENSRNOG00000054871	-0.742030643150317
ENSRNOG00000051484	-0.741265639600722
ENSRNOG00000000552	0.737970434223841
ENSRNOG00000051688	0.735164539395738
ENSRNOG00000015267	-0.732864933424061
ENSRNOG00000047651	0.732513044113451
ENSRNOG00000026296	-0.732263187463436
ENSRNOG00000028016	0.731865404554649
novel.8418	0.730714354263225
novel.1195	0.72785776519689
novel.4811	0.727260375887646
ENSRNOG00000006010	0.725505708910442
novel.2312	-0.723476767989676
ENSRNOG00000005724	0.723272156547105
novel.1754	-0.72327142340797
ENSRNOG00000048016	-0.721199002176293
ENSRNOG00000052051	-0.720731128290081
ENSRNOG00000019745	0.720247817974235
ENSRNOG00000025094	0.717360600682119
ENSRNOG00000025735	0.717008083479287
ENSRNOG00000028041	-0.716993633103794
ENSRNOG00000006759	-0.716280811565255
ENSRNOG00000019810	0.715772514501687
ENSRNOG00000005930	-0.713049596512198
ENSRNOG00000016826	-0.710664068313265
ENSRNOG00000049287	0.710431588908951
ENSRNOG00000045655	-0.710274092844833
ENSRNOG00000001893	-0.710178971418935
ENSRNOG00000050104	-0.709171296567781
ENSRNOG00000021943	-0.709158706286097
ENSRNOG00000015550	0.707307521911515
ENSRNOG00000058335	-0.705666970513955
ENSRNOG00000002154	-0.704833619777823
ENSRNOG00000018148	0.704308077082287
ENSRNOG00000043311	-0.704295427961634
ENSRNOG00000016391	-0.704168851633658
ENSRNOG00000050855	-0.699892342131071
ENSRNOG00000032684	-0.699688003298399
ENSRNOG00000029543	-0.696367232975785
ENSRNOG00000061379	0.696360227271389
novel.859	0.689546531739003
ENSRNOG00000015957	0.687171609504025
novel.2314	-0.68687505353805
novel.6431	0.686424926813637
ENSRNOG00000027212	-0.686066215385429
ENSRNOG00000030243	0.685225122801861
ENSRNOG00000040052	0.685077209309044
ENSRNOG00000026953	-0.684195490048202
ENSRNOG00000058447	-0.681389272605624
ENSRNOG00000043145	-0.680596603997381
ENSRNOG00000045790	-0.678203439515059
ENSRNOG00000000010	-0.677823694563346
ENSRNOG00000053145	0.676889827539047
novel.4613	0.675972768128833
ENSRNOG00000049575	-0.674967048028405
ENSRNOG00000029814	-0.67415148609614
ENSRNOG00000011360	0.672498020983439
ENSRNOG00000000723	-0.672374591126077
novel.2134	-0.672247836053841
ENSRNOG00000057465	0.671216810141315
novel.9081	-0.671194468216656
ENSRNOG00000040153	0.671122394248439
ENSRNOG00000052017	-0.670228650434068
novel.10493	0.669157461433976
ENSRNOG00000018822	0.669096368698207
ENSRNOG00000045554	0.668369334845201
ENSRNOG00000003742	-0.667391451668029
novel.8168	-0.666517991528595
ENSRNOG00000005286	0.665748889675862
novel.9226	-0.664916814747782
novel.4794	0.664292882689841
ENSRNOG00000014867	0.663936091355546
ENSRNOG00000060356	0.662597428291521
ENSRNOG00000013547	0.660687711024968
ENSRNOG00000002475	0.659531229477859
ENSRNOG00000049913	-0.65948821518549
ENSRNOG00000018251	0.659054324569755
ENSRNOG00000047446	0.658324550137683
ENSRNOG00000046037	0.657261221239309
ENSRNOG00000023664	0.65644619978293
ENSRNOG00000015859	-0.655978759171082
ENSRNOG00000012817	0.655729090441851
ENSRNOG00000061768	0.655099324796768
ENSRNOG00000058039	0.653997156401138
ENSRNOG00000009448	0.651546725925439
ENSRNOG00000049255	0.65091939842806
ENSRNOG00000047187	-0.650363451294002
ENSRNOG00000056298	-0.650339776779977
ENSRNOG00000054487	-0.650143225748285
ENSRNOG00000053147	-0.649739055323734
novel.3507	-0.649631477037721
ENSRNOG00000035516	-0.647746819019671
ENSRNOG00000020080	0.647042240586571
ENSRNOG00000043451	-0.646833448877226
ENSRNOG00000012892	0.645571650993091
ENSRNOG00000016962	-0.644893165395467
ENSRNOG00000047295	0.644878645895955
ENSRNOG00000055608	0.644728143474073
ENSRNOG00000033220	0.644209131280252
ENSRNOG00000008170	0.63805734625824
ENSRNOG00000020129	0.637922051036663
novel.11838	0.637849888875848
novel.3442	0.636054077224371
novel.7044	-0.633764644667124
ENSRNOG00000023386	0.633509624130157
ENSRNOG00000003897	0.631996686435595
ENSRNOG00000052837	-0.630876856426317
ENSRNOG00000012083	0.630400044480935
novel.2277	-0.630267859454415
ENSRNOG00000053384	0.62770732967464
ENSRNOG00000016678	0.626622138719753
novel.1592	-0.625791099827538
ENSRNOG00000023561	-0.625503750357541
ENSRNOG00000053979	0.624550341710195
ENSRNOG00000016294	0.624443701770005
novel.10112	0.623699905626853
ENSRNOG00000048295	0.623696384232742
ENSRNOG00000019823	-0.623498952424635
ENSRNOG00000025691	-0.62292325859385
novel.10929	-0.622849821991464
novel.757	-0.622467361914132
ENSRNOG00000020246	0.622227627835816
novel.287	-0.620788301711964
ENSRNOG00000007922	0.620663943601809
ENSRNOG00000004112	0.620489418716136
ENSRNOG00000000636	-0.620016364629254
ENSRNOG00000060629	0.6199643770033
ENSRNOG00000000563	0.619703967271029
ENSRNOG00000019473	-0.619587894039809
ENSRNOG00000003357	0.619022126085431
ENSRNOG00000028690	0.618962750759385
novel.4320	0.618475867743943
ENSRNOG00000015383	-0.617863982765893
novel.12521	-0.617468862969171
novel.2900	-0.617279260602334
novel.11321	0.615562146426611
ENSRNOG00000016647	0.615281231807301
ENSRNOG00000019330	0.613865947672005
ENSRNOG00000001007	0.612991769451592
ENSRNOG00000006589	0.612072896642718
ENSRNOG00000016451	0.61157786421456
ENSRNOG00000021217	-0.611356414620417
novel.3776	0.611212083001404
ENSRNOG00000020275	-0.610979642613804
novel.1136	-0.610785777703945
ENSRNOG00000009870	0.61046718060516
novel.1377	0.609584101556157
ENSRNOG00000048967	-0.608478392293995
ENSRNOG00000050535	0.6078831615239
ENSRNOG00000002946	0.607648420682033
ENSRNOG00000034269	-0.606655953500741
ENSRNOG00000049007	0.604687040657501
ENSRNOG00000039666	0.604172754569907
ENSRNOG00000013003	-0.602275164884636
ENSRNOG00000014574	0.602247424659901
novel.11268	0.600918931626042
ENSRNOG00000005869	-0.598927502923752
ENSRNOG00000013993	0.598698648274918
ENSRNOG00000021840	0.598274061547341
novel.9802	0.597651182813378
ENSRNOG00000009372	-0.597359583292659
ENSRNOG00000002947	0.596878955579295
ENSRNOG00000047046	-0.596690457470594
ENSRNOG00000047880	-0.595642042842945
novel.9774	-0.59476262457831
ENSRNOG00000022326	-0.594717238084406
ENSRNOG00000019584	-0.594365769673997
ENSRNOG00000015599	-0.593504319497322
ENSRNOG00000011292	0.593233304193733
ENSRNOG00000047322	0.591903737158876
ENSRNOG00000047884	0.591814396449513
ENSRNOG00000011647	0.590222866813955
ENSRNOG00000049580	-0.589500158185523
ENSRNOG00000006721	0.58854214353021
ENSRNOG00000016769	-0.588333808503873
ENSRNOG00000055240	-0.588076575112133
ENSRNOG00000060878	0.587989619399403
novel.9114	-0.587872231426933
ENSRNOG00000012235	-0.58746208273828
ENSRNOG00000019118	0.587083721459166
ENSRNOG00000051152	0.586759032725241
ENSRNOG00000000461	-0.586575586840237
novel.6982	0.586335576224446
ENSRNOG00000056553	0.585638653869178
ENSRNOG00000018405	-0.585343586307179
ENSRNOG00000038505	0.58486674489329
ENSRNOG00000004412	0.584420664494463
ENSRNOG00000023126	-0.583397093087252
ENSRNOG00000050877	-0.582639658928317
ENSRNOG00000049965	0.582202968267716
ENSRNOG00000048660	0.581538817757882
ENSRNOG00000017800	0.580815489369421
ENSRNOG00000020259	0.580713431613109
ENSRNOG00000058276	0.580111228580243
ENSRNOG00000016526	0.580081891591671
ENSRNOG00000007391	-0.579701114493689
novel.9549	0.579499434920938
novel.1416	-0.579388939591827
ENSRNOG00000027309	-0.579316837304414
ENSRNOG00000037853	0.579136214168408
ENSRNOG00000049132	0.578531438967944
ENSRNOG00000023340	0.578369067837918
novel.4810	0.577164082613247
ENSRNOG00000011263	0.576119769187167
ENSRNOG00000011918	0.575380853350858
ENSRNOG00000011145	-0.573902722741459
ENSRNOG00000030726	0.573881631480658
ENSRNOG00000015155	-0.573048784015951
ENSRNOG00000017560	0.572203026384615
ENSRNOG00000033588	0.57147657262329
novel.10971	-0.57131290123283
ENSRNOG00000004062	-0.570140427966714
ENSRNOG00000008936	0.568130483240417
ENSRNOG00000010079	-0.567346571890018
ENSRNOG00000021274	-0.566526711692067
ENSRNOG00000018018	-0.566256076059384
ENSRNOG00000014490	0.565647150065929
ENSRNOG00000000017	0.565292816255655
ENSRNOG00000001757	-0.564893794284259
ENSRNOG00000024457	-0.564210632009199
ENSRNOG00000032112	0.563548522280126
ENSRNOG00000004540	0.563293171468612
ENSRNOG00000049994	0.563248585258608
ENSRNOG00000031662	-0.562768258399906
ENSRNOG00000013474	0.562647400460697
ENSRNOG00000046482	0.561399845937963
novel.8268	0.561307555620213
novel.5060	0.561160310071212
ENSRNOG00000017922	0.560553045824812
ENSRNOG00000010685	0.559825180798476
novel.5834	0.559087484262232
ENSRNOG00000050786	-0.557910602676649
novel.2103	-0.557121653913627
ENSRNOG00000022337	-0.557017442281566
ENSRNOG00000047618	0.556830191708849
novel.8678	0.55505997998764
ENSRNOG00000025639	0.554896487008868
ENSRNOG00000046785	-0.554457979637159
ENSRNOG00000049495	-0.554123475394031
ENSRNOG00000057880	0.553775492756257
novel.9277	0.55363420671696
ENSRNOG00000053541	0.553324684968845
ENSRNOG00000014288	0.552941021261548
ENSRNOG00000046424	0.552410660917003
ENSRNOG00000002169	0.552345059842381
ENSRNOG00000002331	0.552188426705661
ENSRNOG00000034246	-0.550936504846957
ENSRNOG00000013704	0.550386410031951
ENSRNOG00000022101	0.550082051560732
ENSRNOG00000000964	0.549695100298443
ENSRNOG00000008824	-0.549595252362798
ENSRNOG00000024000	0.549552359090724
ENSRNOG00000008245	0.548801228634709
ENSRNOG00000059500	0.548453122663019
ENSRNOG00000050539	0.547888879060446
ENSRNOG00000010769	-0.546442535587739
novel.10240	0.545814185938765
ENSRNOG00000009265	-0.545538574281944
novel.2170	0.545320138880591
novel.12038	-0.545158283579766
ENSRNOG00000028108	0.544836000133342
novel.2676	0.544547673218444
novel.2425	0.544407232882165
novel.4285	-0.544316386674976
ENSRNOG00000038999	-0.543629139041613
ENSRNOG00000000196	-0.542664532360535
novel.1678	0.542615542451417
ENSRNOG00000002188	-0.540554639814579
novel.6663	-0.539927546979992
ENSRNOG00000045760	-0.538536016904016
novel.4001	-0.538230437751988
ENSRNOG00000005781	0.538016133161991
ENSRNOG00000023588	0.537407329490053
ENSRNOG00000050805	0.537205053356215
ENSRNOG00000025231	0.536529583774931
ENSRNOG00000006094	-0.536316294078025
ENSRNOG00000009258	-0.535596018934854
ENSRNOG00000012512	0.535376886489833
novel.10968	0.535186059037067
ENSRNOG00000046663	0.535122547605035
ENSRNOG00000047606	0.534757834294853
ENSRNOG00000042426	0.53399273242214
novel.2953	0.532407289922973
novel.2203	-0.531996992322012
ENSRNOG00000057561	-0.531159857968027
novel.7726	-0.53115241913886
ENSRNOG00000024310	-0.530932328231478
ENSRNOG00000010531	-0.529808943843455
ENSRNOG00000024494	-0.528884299495882
ENSRNOG00000052173	0.528857324660116
novel.4109	0.527731890516514
novel.4211	0.527113663749868
ENSRNOG00000045604	-0.526343606651966
ENSRNOG00000001388	0.526324607132088
ENSRNOG00000042860	-0.526135179617204
ENSRNOG00000039668	0.526067006953745
novel.7968	-0.525759336432936
ENSRNOG00000022555	0.525422398989629
ENSRNOG00000025156	0.525362863338677
ENSRNOG00000052880	-0.524369856732202
novel.4389	-0.52411008661319
novel.8848	0.522869971457748
ENSRNOG00000009922	-0.522695941029436
novel.9138	0.522600163074511
novel.9313	-0.52228283153672
ENSRNOG00000047124	0.521651125025314
ENSRNOG00000005359	-0.520217264548728
ENSRNOG00000007255	0.518670799224643
novel.113	0.518532741168271
ENSRNOG00000055179	0.518004968015146
ENSRNOG00000020477	-0.517979008465448
novel.9174	-0.517049639378266
ENSRNOG00000026091	-0.516592779819932
ENSRNOG00000017416	0.514115803019424
ENSRNOG00000039057	-0.513960239975295
ENSRNOG00000036615	0.513447927216686
novel.7871	0.513360671352854
ENSRNOG00000010832	-0.513344162163479
ENSRNOG00000019183	0.51322385503819
ENSRNOG00000054978	0.512542397949666
ENSRNOG00000038275	-0.511055905691877
novel.9072	0.510781378324745
ENSRNOG00000019718	0.510424725230807
ENSRNOG00000007955	0.509837231111503
novel.4299	0.509678094562287
ENSRNOG00000004531	-0.509406183166205
ENSRNOG00000004273	0.509274472667144
ENSRNOG00000009180	-0.508516517754395
ENSRNOG00000050827	0.508431559468543
ENSRNOG00000027990	0.508394465016695
ENSRNOG00000010378	0.507595725595822
ENSRNOG00000054495	0.507219829082253
ENSRNOG00000036301	0.505864912567669
ENSRNOG00000022163	-0.504548045414752
ENSRNOG00000061105	0.504342428151449
novel.1281	0.501961705145456
novel.863	-0.5013220710117
ENSRNOG00000039745	0.500861303068949
ENSRNOG00000011723	0.50057943214746
ENSRNOG00000011446	-0.499679676220319
ENSRNOG00000011161	0.499335768883212
ENSRNOG00000017628	0.499166202781431
ENSRNOG00000018606	0.498856546827485
ENSRNOG00000000500	0.498690159449929
ENSRNOG00000034177	-0.498399127302207
novel.3408	0.497281719799903
ENSRNOG00000021014	-0.497063210735154
ENSRNOG00000045756	-0.496393028021222
ENSRNOG00000025332	0.495688093638674
ENSRNOG00000007258	0.494833281523489
novel.7045	-0.494580080316837
novel.4731	-0.494415561315421
novel.5873	-0.494303613177525
ENSRNOG00000042726	0.493770161086361
ENSRNOG00000050015	-0.493353421963188
ENSRNOG00000007457	0.493240069833875
ENSRNOG00000025031	0.493224243075618
ENSRNOG00000015818	0.493155952093013
ENSRNOG00000023337	-0.493020276286978
ENSRNOG00000020281	-0.492905292546168
ENSRNOG00000024111	0.4925231248594
ENSRNOG00000017109	0.492205510850616
ENSRNOG00000013928	0.492002250164762
ENSRNOG00000012151	0.491768164474189
ENSRNOG00000005960	-0.491595851338615
novel.8223	-0.491135267673879
ENSRNOG00000003284	0.489762643355223
ENSRNOG00000054957	-0.488749840122534
ENSRNOG00000011074	-0.488582947706705
novel.2612	0.488511300003581
ENSRNOG00000048248	-0.488389872973716
novel.12103	-0.488082923891571
ENSRNOG00000047327	0.486679575817869
ENSRNOG00000049537	0.486609540870911
novel.7056	-0.485543350376195
ENSRNOG00000019689	0.485369273146256
ENSRNOG00000058618	-0.485071299110317
novel.12257	-0.484836271541289
ENSRNOG00000003054	0.484403011797266
ENSRNOG00000003435	0.48421531700169
ENSRNOG00000024917	0.482634280996536
ENSRNOG00000003745	-0.482608964708162
ENSRNOG00000036826	0.482528668976739
ENSRNOG00000049388	0.482113356843447
ENSRNOG00000010575	0.481962838396377
ENSRNOG00000011774	0.481766149383423
ENSRNOG00000004947	-0.481471850571237
ENSRNOG00000054126	-0.481303382165061
ENSRNOG00000005392	-0.480235182744863
ENSRNOG00000002782	-0.480209327125644
novel.3016	-0.480109517222325
ENSRNOG00000051791	0.480015876694297
novel.11251	0.479724609859812
ENSRNOG00000060984	-0.479248876059574
ENSRNOG00000053260	0.478190951089298
novel.4601	-0.477362190074212
ENSRNOG00000013862	0.477204793507035
novel.11213	-0.476079742352269
ENSRNOG00000009912	0.475949363192701
ENSRNOG00000007591	-0.475846282963573
ENSRNOG00000002253	0.475646797611106
ENSRNOG00000061335	0.47518429558144
ENSRNOG00000003997	-0.474922601891642
ENSRNOG00000017063	0.473998992049547
ENSRNOG00000033057	-0.473751941267635
ENSRNOG00000001618	-0.473290966850469
ENSRNOG00000019627	0.473049864889039
ENSRNOG00000014992	0.472844938774739
ENSRNOG00000008062	0.472394621553247
ENSRNOG00000060990	-0.472212234753798
ENSRNOG00000051158	0.472209327124427
ENSRNOG00000036677	0.471916674088729
ENSRNOG00000012165	-0.471848661769322
ENSRNOG00000012714	-0.471430341501773
ENSRNOG00000015368	-0.470783112842752
ENSRNOG00000019416	0.470270461539185
ENSRNOG00000018715	0.47019128961758
novel.5075	-0.47017873835484
ENSRNOG00000050964	0.470069225572911
ENSRNOG00000012337	-0.47002547798147
ENSRNOG00000015418	-0.469972150216174
ENSRNOG00000028356	-0.469663959149983
ENSRNOG00000049642	-0.469354820024519
ENSRNOG00000051880	-0.468162380578587
ENSRNOG00000027736	0.468054183872417
ENSRNOG00000054017	0.467968984465593
ENSRNOG00000008785	-0.467748372577378
ENSRNOG00000013872	0.467432495757577
ENSRNOG00000009173	0.467382477916863
ENSRNOG00000058126	-0.467362327459293
ENSRNOG00000004133	-0.466529776420771
ENSRNOG00000053240	-0.466298910513681
ENSRNOG00000049873	0.465450364875076
ENSRNOG00000018076	-0.465305851440914
ENSRNOG00000005695	0.465147834175879
novel.266	-0.464809249082539
ENSRNOG00000020132	-0.464265621665017
ENSRNOG00000051483	0.463667221704777
ENSRNOG00000015310	0.463590023727266
ENSRNOG00000000515	0.463478913841021
ENSRNOG00000058157	-0.463249590999729
novel.2587	-0.463187601848774
ENSRNOG00000025120	-0.463008069019101
ENSRNOG00000059479	-0.462991075796856
ENSRNOG00000001260	-0.462620012723859
ENSRNOG00000059776	-0.462618860202658
novel.11878	0.462400581838367
novel.7194	0.462310975840602
ENSRNOG00000043332	0.46195390822122
novel.6293	0.461896290237173
ENSRNOG00000056407	-0.461715057007751
ENSRNOG00000016275	0.461668485433263
ENSRNOG00000049906	0.46158488375116
ENSRNOG00000015156	-0.460879241488344
ENSRNOG00000020369	0.460205073487245
ENSRNOG00000032656	-0.460030936779796
ENSRNOG00000033517	0.45981728852705
ENSRNOG00000003787	-0.459814597112723
ENSRNOG00000031058	0.459705690149725
ENSRNOG00000051784	0.459545032199119
novel.5130	0.459355390539321
ENSRNOG00000025384	-0.459211678397289
ENSRNOG00000003233	-0.459086293372224
ENSRNOG00000045743	0.458889851997746
ENSRNOG00000014243	0.458599900221849
ENSRNOG00000060831	-0.458229780456635
ENSRNOG00000037149	-0.457917883450096
ENSRNOG00000019414	0.457739780182633
ENSRNOG00000020514	-0.456942751969066
ENSRNOG00000037795	-0.456411426672799
novel.6995	0.456305744081307
ENSRNOG00000015002	0.456294305083889
novel.12080	-0.456167753795354
ENSRNOG00000041468	-0.455707966381959
ENSRNOG00000003977	-0.455492684160763
novel.7023	-0.455038309071
novel.6745	0.454962430276999
ENSRNOG00000009878	0.454920764295794
ENSRNOG00000060475	-0.454577942617109
ENSRNOG00000057826	0.454404923219047
ENSRNOG00000061160	0.453826318632689
ENSRNOG00000032708	-0.453459110244168
novel.9930	0.453423348341658
ENSRNOG00000037632	-0.452867522723796
ENSRNOG00000007266	0.452641406317876
ENSRNOG00000042658	0.45151803937646
novel.9836	-0.450846333850894
ENSRNOG00000003120	0.450610053745331
ENSRNOG00000029141	-0.450091950343109
ENSRNOG00000001338	0.449820300475064
ENSRNOG00000054340	-0.449745536233878
